stage_varied,estimator_family,reference_type,is_canonical,odds_multiplier,log_odds_shift,interpretation,source_eligible_n,update_eligible_n,target_eligible_n,source_expected_events,update_expected_events,target_expected_events,update_alpha,update_beta,target_events,target_event_rate,target_predicted_mean,target_oe_ratio,target_calibration_intercept,target_calibration_joint_intercept,target_calibration_slope,target_auroc,target_auprc,target_brier,target_brier_skill_score,target_grouped_absolute_calibration_error_10q,threshold_5_alerts,threshold_5_alerts_per_1000,threshold_5_true_positives_per_1000,threshold_5_false_positives_per_1000,threshold_5_sensitivity,threshold_5_positive_predictive_value,threshold_5_false_positives_per_true_positive,threshold_5_absolute_net_benefit,threshold_5_treat_all_net_benefit,threshold_5_incremental_net_benefit_vs_better_default,threshold_10_alerts,threshold_10_alerts_per_1000,threshold_10_true_positives_per_1000,threshold_10_false_positives_per_1000,threshold_10_sensitivity,threshold_10_positive_predictive_value,threshold_10_false_positives_per_true_positive,threshold_10_absolute_net_benefit,threshold_10_treat_all_net_benefit,threshold_10_incremental_net_benefit_vs_better_default,threshold_20_alerts,threshold_20_alerts_per_1000,threshold_20_true_positives_per_1000,threshold_20_false_positives_per_1000,threshold_20_sensitivity,threshold_20_positive_predictive_value,threshold_20_false_positives_per_true_positive,threshold_20_absolute_net_benefit,threshold_20_treat_all_net_benefit,threshold_20_incremental_net_benefit_vs_better_default
source,canonical truncated IPW/AIPW MAR,Canonical MAR reference,True,,,Canonical measured-variable MAR reference using truncated IPW/AIPW,33396,2802,2587,1962.7733491470008,283.1795532403877,249.91296643187667,0.0884660934907852,0.8963305835406209,249.91296643187667,0.0966033886478069,0.0983023905215791,0.9827165762220276,-0.0338000760046349,-0.131774266027062,0.9515712689069512,0.6875661834325857,0.2356543830454011,0.0817595648855987,0.0631549779215071,0.014665075324777,2087.0,806.7259373792037,88.70212964003571,718.0238077391681,0.9182092976409204,0.10995323880152,8.094775296297824,0.0509114029169216,0.0490561985766389,0.0018552043402826,768.0,296.8689601855431,54.55870742082329,242.31025276471985,0.5647701202256101,0.1837804376271743,4.441275540047671,0.027635346002521,-0.0037740126135477,0.027635346002521,191.0,73.83069192114418,24.77749975729436,49.05319216384983,0.2564868593546676,0.3355989103252382,1.9797474581513752,0.0125142017163319,-0.1292457641902412,0.0125142017163319
source,source outcome-regression completion propagated through canonical update and target MAR,OR-completion sensitivity,False,0.5,-0.6931471805599453,Outcome-regression completion sensitivity parameter; not asserted clinically plausible,33396,2802,2587,1855.821095000729,283.1795532403877,249.91296643187667,0.2120096949665081,0.9252239044925388,249.91296643187667,0.0966033886478069,0.0982332800556391,0.9834079508807098,-0.0326849442392917,-0.1433818363317332,0.9451284357562884,0.6926572636767963,0.237623880423248,0.0816739798913593,0.0641356567684409,0.0105418732875213,2032.0,785.4657904909161,88.20361808801803,697.262172402898,0.913048903590613,0.1122946653512316,7.905142527227204,0.0515056090141812,0.0490561985766389,0.0024494104375423,780.0,301.5075376884422,54.14540887396823,247.362128814474,0.5604918174389258,0.1795822727653279,4.568478361484857,0.0266607278945822,-0.0037740126135477,0.0266607278945822,196.0,75.76343254735214,24.82742526776393,50.93600727958821,0.2570036684559672,0.3276966794270678,2.051602481137011,0.0120934234478668,-0.1292457641902412,0.0120934234478668
source,source outcome-regression completion propagated through canonical update and target MAR,OR-completion sensitivity,False,0.6666666667,-0.4054651080581644,Outcome-regression completion sensitivity parameter; not asserted clinically plausible,33396,2802,2587,1914.8386638844788,283.1795532403877,249.91296643187667,0.2364184851285847,0.9473911215948676,249.91296643187667,0.0966033886478069,0.0982960152793534,0.9827803128464964,-0.0336295528884124,-0.1389185199277323,0.9478147889508508,0.6928103996362194,0.2379918795896467,0.0816573469639764,0.064326245786901,0.0124625626607598,2049.0,792.0371086200232,88.18027451361141,703.8568341064118,0.9128072601582928,0.1113335139905869,7.982021353287636,0.051135177981695,0.0490561985766389,0.002078979405056,768.0,296.8689601855431,54.05279757310975,242.81616261243337,0.5595331419498484,0.1820762855750455,4.49220342913814,0.027073223949506,-0.0037740126135477,0.027073223949506,198.0,76.53652879783533,24.7676235449203,51.768905252915026,0.2563846247176398,0.3236052631853981,2.0901845976067626,0.0118253972316915,-0.1292457641902412,0.0118253972316915
source,source outcome-regression completion propagated through canonical update and target MAR,"OR-completion reference, k=1",False,1.0,0.0,Outcome-regression completion sensitivity parameter; not asserted clinically plausible,33396,2802,2587,2029.416868583067,283.1795532403877,249.91296643187667,0.1980754798894678,0.958042353751805,249.91296643187667,0.0966033886478069,0.0984126511899294,0.9816155492180504,-0.0355966917235481,-0.1529841184816817,0.9420279672530524,0.6867220488973512,0.2337179348416628,0.0818384349417718,0.0622512424427269,0.0110180197503547,2131.0,823.7340548898338,90.14324419711788,733.590810692716,0.9331271444913668,0.1094324602242815,8.138056459212404,0.0515332015290801,0.0490561985766389,0.0024770029524412,732.0,282.95322767684576,50.52735186719028,232.4258758096555,0.5230391249669409,0.1785713924595918,4.600001132467428,0.0247022545550063,-0.0037740126135477,0.0247022545550063,189.0,73.057595670661,25.137266611621797,47.9203290590392,0.260211023272344,0.3440746493347386,1.906346055815155,0.0131571843468619,-0.1292457641902412,0.0131571843468619
source,source outcome-regression completion propagated through canonical update and target MAR,OR-completion sensitivity,False,1.5,0.4054651081081644,Outcome-regression completion sensitivity parameter; not asserted clinically plausible,33396,2802,2587,2193.446040329457,283.1795532403877,249.91296643187667,0.1559600867459636,0.9722084860325404,249.91296643187667,0.0966033886478069,0.0986217551142641,0.979534267422856,-0.0383959048934207,-0.1625845300880704,0.9389058794875992,0.6785226922051286,0.2295068292173921,0.0820777935503956,0.0595085429029894,0.0127684797438991,2227.0,860.8426749130267,90.8866893383842,769.9559855746425,0.9408229940021616,0.1055787450913336,8.471603390767,0.0503626900976135,0.0490561985766389,0.0013064915209746,703.0,271.7433320448396,50.98832532175387,220.7550067230857,0.5278109395069484,0.1876341359991141,4.329520636931017,0.026459991241411,-0.0037740126135477,0.026459991241411,184.0,71.12485504445303,24.735738814974845,46.38911622947819,0.2560545666276312,0.3477791104040213,1.8753883430154323,0.0131384597576052,-0.1292457641902412,0.0131384597576052
source,source outcome-regression completion propagated through canonical update and target MAR,OR-completion sensitivity,False,2.0,0.6931471805599453,Outcome-regression completion sensitivity parameter; not asserted clinically plausible,33396,2802,2587,2349.093199863907,283.1795532403877,249.91296643187667,-0.0905560469332223,0.896445405760889,249.91296643187667,0.0966033886478069,0.0991703498728214,0.9741156381085035,-0.0440106530476889,-0.2233113837595569,0.9126569471497944,0.6606110505671352,0.2218374798783768,0.0827121512484465,0.0522397315722569,0.0120611529774514,2423.0,936.6061074603788,94.34367010875144,842.2624373516275,0.9766082891015974,0.1007292920228394,8.927598813791514,0.0500140681428763,0.0490561985766389,0.0009578695662373,639.0,247.00425202937765,47.18271395842889,199.8215380709488,0.48841675865477,0.1910198450867848,4.2350581665778035,0.0249803208394345,-0.0037740126135477,0.0249803208394345,168.0,64.94008504058755,22.511592562888634,42.42849247769892,0.2330310859483465,0.3466517259535291,1.8847397117360851,0.0119044694434639,-0.1292457641902412,0.0119044694434639
source,source outcome-regression completion propagated through canonical update and target MAR,OR-completion sensitivity,False,3.0,1.0986122886681098,Outcome-regression completion sensitivity parameter; not asserted clinically plausible,33396,2802,2587,2638.6838051017044,283.1795532403877,249.91296643187667,-0.0132746479295274,0.977660913837478,249.91296643187667,0.0966033886478069,0.0990096921933833,0.9756962829368622,-0.0429513604916688,-0.202622715618785,0.9222365976916742,0.6488946742789027,0.2138988096311777,0.0827995277971579,0.0512385241316211,0.0149641194304864,2401.0,928.1020487050638,93.54548953472776,834.5565591703361,0.968345840079921,0.1007922454920202,8.921398170250804,0.04962146010471,0.0490561985766389,0.0005652615280711,655.0,253.18902203324313,47.609089764455256,205.57993226878787,0.4928304320465061,0.1880377331612912,4.31808155303723,0.0247668750679232,-0.0037740126135477,0.0247668750679232,178.0,68.80556629300348,22.794282892227372,46.01128340077611,0.235957384221064,0.3312854485516416,2.0185448964689963,0.0112914620420333,-0.1292457641902412,0.0112914620420333
