strategy,update_alpha,update_beta,events,oe_ratio,calibration_slope,auroc,brier
1/99 truncated-IPW source model + unupdated source-only comparator,0.0,1.0,249.91296643187667,1.2967087579154082,0.8529224307398566,0.6875661834325857,0.0823257710161043
1/99 truncated-IPW source model + 1/99 truncated-IPW recalibration,0.0884660934907852,0.8963305835406209,249.91296643187667,0.9827165762220276,0.9515712689069512,0.6875661834325857,0.0817595648855987
